ID,AGENT,TYPE,CONFIDENCE,SECURITY
3249252105,OpenAI_Codex,refactor,9,0
3162243780,OpenAI_Codex,refactor,10,0
3112919623,OpenAI_Codex,fix,10,0
3134988410,OpenAI_Codex,fix,10,0
3134989901,OpenAI_Codex,fix,10,0
3134993814,OpenAI_Codex,fix,10,0
3135035187,OpenAI_Codex,fix,10,0
3205755228,OpenAI_Codex,refactor,9,0
3224468701,OpenAI_Codex,feat,9,0
3131910241,OpenAI_Codex,docs,9,0
3131951761,OpenAI_Codex,feat,9,0
3212598452,OpenAI_Codex,docs,9,0
3176123049,OpenAI_Codex,fix,9,0
3103882863,OpenAI_Codex,feat,9,0
3104167804,OpenAI_Codex,fix,10,0
3126805237,OpenAI_Codex,build,9,0
3126812709,OpenAI_Codex,fix,9,0
3126845280,OpenAI_Codex,build,9,0
3126852306,OpenAI_Codex,fix,10,0
3089279609,OpenAI_Codex,feat,9,0
3089319947,OpenAI_Codex,fix,10,1
3193919809,OpenAI_Codex,docs,9,0
3193895888,OpenAI_Codex,docs,9,0
3144809370,OpenAI_Codex,feat,9,0
3144757200,OpenAI_Codex,docs,8,0
3261590781,OpenAI_Codex,docs,10,0
3261608977,OpenAI_Codex,feat,9,0
3261612045,OpenAI_Codex,feat,9,0
3261614033,OpenAI_Codex,feat,9,0
3261615457,OpenAI_Codex,feat,9,0
3261616089,OpenAI_Codex,feat,9,0
3261618278,OpenAI_Codex,feat,9,0
3261625743,OpenAI_Codex,feat,9,0
3158903949,OpenAI_Codex,fix,10,0
3158965160,OpenAI_Codex,fix,10,1
3158969757,OpenAI_Codex,fix,10,0
3158973761,OpenAI_Codex,fix,10,0
3158977185,OpenAI_Codex,fix,10,0
3158992018,OpenAI_Codex,fix,10,0
3159004965,OpenAI_Codex,fix,10,0
3159011081,OpenAI_Codex,fix,10,0
3159024039,OpenAI_Codex,fix,10,0
3159029816,OpenAI_Codex,fix,10,0
3088540694,OpenAI_Codex,docs,9,0
3088550767,OpenAI_Codex,docs,10,0
3088567525,OpenAI_Codex,docs,10,0
3088572056,OpenAI_Codex,docs,9,0
3088583338,OpenAI_Codex,docs,9,0
3088587531,OpenAI_Codex,feat,9,0
3088610627,OpenAI_Codex,docs,9,0
3088630934,OpenAI_Codex,fix,9,0
3088650343,OpenAI_Codex,fix,9,0
3088655287,OpenAI_Codex,style,8,0
3088657427,OpenAI_Codex,fix,10,0
3088676835,OpenAI_Codex,docs,9,0
3088693983,OpenAI_Codex,docs,8,0
3088703305,OpenAI_Codex,docs,9,0
3228675807,OpenAI_Codex,fix,10,0
3217695592,OpenAI_Codex,docs,9,0
3218871155,OpenAI_Codex,docs,9,0
3077799254,OpenAI_Codex,feat,9,0
3078116988,OpenAI_Codex,feat,9,0
3220538036,OpenAI_Codex,build,9,0
3220542413,OpenAI_Codex,docs,9,0
3220595996,OpenAI_Codex,refactor,10,0
3220670313,OpenAI_Codex,build,9,0
3198890072,OpenAI_Codex,feat,9,1
3125212089,OpenAI_Codex,build,9,0
3125202164,OpenAI_Codex,fix,10,0
3125164138,OpenAI_Codex,docs,10,0
3128588473,OpenAI_Codex,feat,9,0
3128587331,OpenAI_Codex,docs,9,0
3128578522,OpenAI_Codex,docs,9,0
3128574610,OpenAI_Codex,feat,9,0
3128572702,OpenAI_Codex,feat,9,0
3128572389,OpenAI_Codex,feat,9,0
3130933485,OpenAI_Codex,feat,9,0
3130877481,OpenAI_Codex,refactor,8,0
3204877010,OpenAI_Codex,feat,9,0
3204888083,OpenAI_Codex,fix,10,0
3204910181,OpenAI_Codex,fix,8,0
3204923939,OpenAI_Codex,fix,10,0
3204936390,OpenAI_Codex,fix,10,0
3134905358,OpenAI_Codex,fix,9,1
3125628148,OpenAI_Codex,feat,8,0
3278090865,OpenAI_Codex,fix,10,0
3192421242,OpenAI_Codex,feat,10,1
3192569009,OpenAI_Codex,docs,9,0
3173692440,OpenAI_Codex,refactor,10,1
3173704999,OpenAI_Codex,refactor,9,0
3173705835,OpenAI_Codex,refactor,9,1
3173716778,OpenAI_Codex,revert,10,0
3173722199,OpenAI_Codex,refactor,10,0
3173747017,OpenAI_Codex,refactor,10,0
3173765313,OpenAI_Codex,refactor,10,1
3173775542,OpenAI_Codex,refactor,10,1
3173780617,OpenAI_Codex,refactor,9,1
3173807658,OpenAI_Codex,refactor,9,0
3173073157,OpenAI_Codex,refactor,9,0
3173015027,OpenAI_Codex,docs,9,0
3146955377,OpenAI_Codex,feat,8,0
3146978132,OpenAI_Codex,feat,9,0
3147091725,OpenAI_Codex,feat,9,0
3229916910,OpenAI_Codex,feat,9,0
3148430623,OpenAI_Codex,docs,10,0
3150576908,OpenAI_Codex,feat,9,1
3216729530,OpenAI_Codex,build,9,0
3216749983,OpenAI_Codex,feat,9,0
3266274625,OpenAI_Codex,fix,9,0
3230455733,OpenAI_Codex,fix,8,0
3220572890,OpenAI_Codex,fix,9,0
3246186192,OpenAI_Codex,feat,9,0
3182215248,OpenAI_Codex,feat,9,0
3182231223,OpenAI_Codex,feat,9,0
3182250426,OpenAI_Codex,feat,9,0
3182297886,OpenAI_Codex,test,9,0
3182301975,OpenAI_Codex,test,9,0
3182306012,OpenAI_Codex,test,9,0
3182310591,OpenAI_Codex,test,8,0
3182324917,OpenAI_Codex,test,9,0
3182341359,OpenAI_Codex,test,9,0
3182356748,OpenAI_Codex,test,9,0
3182359430,OpenAI_Codex,test,9,0
3149870441,OpenAI_Codex,feat,9,0
3138009867,OpenAI_Codex,fix,10,0
3177269519,OpenAI_Codex,refactor,9,0
3152814283,OpenAI_Codex,fix,10,0
3152888268,OpenAI_Codex,fix,10,0
3152947124,OpenAI_Codex,refactor,8,0
3153014416,OpenAI_Codex,refactor,8,0
3206666881,OpenAI_Codex,feat,9,1
3183709167,OpenAI_Codex,chore,10,0
3183670661,OpenAI_Codex,refactor,10,0
3181643336,OpenAI_Codex,refactor,9,0
3181644613,OpenAI_Codex,feat,9,0
3181646345,OpenAI_Codex,style,8,0
3181646774,OpenAI_Codex,feat,8,0
3181647667,OpenAI_Codex,refactor,8,0
3181649387,OpenAI_Codex,style,9,0
3181652502,OpenAI_Codex,feat,9,0
3181653103,OpenAI_Codex,refactor,8,0
3181653562,OpenAI_Codex,refactor,9,0
3181654346,OpenAI_Codex,refactor,8,0
3181657300,OpenAI_Codex,feat,8,0
3181657867,OpenAI_Codex,chore,8,0
3181661102,OpenAI_Codex,feat,8,1
3181669639,OpenAI_Codex,refactor,9,0
3181670302,OpenAI_Codex,build,8,0
3181682764,OpenAI_Codex,style,9,0
3181687340,OpenAI_Codex,style,9,0
3181710124,OpenAI_Codex,refactor,9,0
3181712455,OpenAI_Codex,feat,9,0
3181712853,OpenAI_Codex,perf,8,0
3181891376,OpenAI_Codex,test,9,0
3182223591,OpenAI_Codex,feat,9,0
3182240381,OpenAI_Codex,feat,9,0
3182288822,OpenAI_Codex,feat,9,0
3182326659,OpenAI_Codex,feat,9,0
3182347362,OpenAI_Codex,test,8,0
3182363334,OpenAI_Codex,feat,9,0
3107522791,OpenAI_Codex,feat,9,0
3107553899,OpenAI_Codex,feat,9,0
3107584395,OpenAI_Codex,feat,9,0
3107635673,OpenAI_Codex,docs,9,0
3107665459,OpenAI_Codex,feat,8,0
3107728899,OpenAI_Codex,test,9,0
3107786602,OpenAI_Codex,docs,10,1
3108049199,OpenAI_Codex,feat,9,0
3175058659,OpenAI_Codex,feat,9,0
3122379364,OpenAI_Codex,test,10,0
3125262803,OpenAI_Codex,feat,9,1
3084136968,OpenAI_Codex,test,9,0
3084190077,OpenAI_Codex,feat,9,0
3084191842,OpenAI_Codex,feat,9,0
3213713542,OpenAI_Codex,fix,10,0
3213695357,OpenAI_Codex,fix,10,1
3213681118,OpenAI_Codex,feat,9,0
3128138208,OpenAI_Codex,fix,8,0
3147133258,OpenAI_Codex,test,9,1
3147178573,OpenAI_Codex,fix,10,0
3266682826,OpenAI_Codex,test,9,0
3265574083,OpenAI_Codex,feat,9,0
3265619561,OpenAI_Codex,feat,9,0
3265638538,OpenAI_Codex,feat,9,0
3265639419,OpenAI_Codex,refactor,9,0
3265722904,OpenAI_Codex,feat,9,0
3265742052,OpenAI_Codex,feat,9,0
3220042644,OpenAI_Codex,feat,9,0
3219964130,OpenAI_Codex,feat,9,0
3219947448,OpenAI_Codex,feat,9,0
3219946087,OpenAI_Codex,feat,9,0
3247145358,OpenAI_Codex,feat,9,0
3247147960,OpenAI_Codex,docs,8,0
3247149428,OpenAI_Codex,feat,9,0
3247149705,OpenAI_Codex,fix,10,0
3247150745,OpenAI_Codex,test,8,0
3247180969,OpenAI_Codex,fix,10,0
3247183182,OpenAI_Codex,feat,9,0
3247186225,OpenAI_Codex,feat,9,0
3247187617,OpenAI_Codex,fix,10,0
3247189184,OpenAI_Codex,feat,9,0
3247199904,OpenAI_Codex,refactor,8,0
3247208047,OpenAI_Codex,feat,9,0
3247209942,OpenAI_Codex,feat,9,0
3247212430,OpenAI_Codex,feat,8,0
3247234031,OpenAI_Codex,feat,9,0
3247236112,OpenAI_Codex,feat,9,0
3247249938,OpenAI_Codex,feat,9,0
3247256451,OpenAI_Codex,feat,9,0
3247268277,OpenAI_Codex,fix,10,0
3247276612,OpenAI_Codex,feat,9,0
3247278550,OpenAI_Codex,feat,9,0
3247281169,OpenAI_Codex,feat,8,1
3247282153,OpenAI_Codex,feat,9,0
3247292904,OpenAI_Codex,feat,8,0
3247294673,OpenAI_Codex,feat,9,0
3247298334,OpenAI_Codex,fix,8,0
3247301396,OpenAI_Codex,feat,9,1
3247303242,OpenAI_Codex,feat,9,0
3247304515,OpenAI_Codex,feat,8,0
3247305703,OpenAI_Codex,feat,9,0
3247307169,OpenAI_Codex,feat,9,0
3247309867,OpenAI_Codex,feat,8,0
3247332586,OpenAI_Codex,feat,8,0
3247334542,OpenAI_Codex,feat,9,0
3247343017,OpenAI_Codex,feat,8,0
3247353765,OpenAI_Codex,feat,8,0
3247355503,OpenAI_Codex,feat,9,0
3247356096,OpenAI_Codex,feat,9,0
3247357710,OpenAI_Codex,feat,8,0
3247365557,OpenAI_Codex,feat,9,0
3247372659,OpenAI_Codex,feat,9,0
3247381826,OpenAI_Codex,feat,9,0
3247386579,OpenAI_Codex,feat,9,0
3247390275,OpenAI_Codex,feat,9,0
3247392764,OpenAI_Codex,feat,8,0
3247396681,OpenAI_Codex,feat,9,0
3247399707,OpenAI_Codex,feat,9,0
3247401912,OpenAI_Codex,refactor,8,0
3247403298,OpenAI_Codex,feat,9,1
3247404347,OpenAI_Codex,feat,9,0
3247406130,OpenAI_Codex,feat,8,0
3247408816,OpenAI_Codex,feat,9,0
3247410637,OpenAI_Codex,feat,9,0
3247418703,OpenAI_Codex,feat,9,0
3247420019,OpenAI_Codex,feat,9,0
3247428926,OpenAI_Codex,feat,9,0
3247430507,OpenAI_Codex,feat,9,0
3247588891,OpenAI_Codex,feat,8,0
3247593368,OpenAI_Codex,feat,8,0
3247604469,OpenAI_Codex,feat,9,0
3247606749,OpenAI_Codex,feat,9,0
3247608780,OpenAI_Codex,feat,9,0
3247652894,OpenAI_Codex,feat,9,0
3247654806,OpenAI_Codex,feat,8,0
3247657317,OpenAI_Codex,feat,9,0
3247666920,OpenAI_Codex,feat,9,0
3247684244,OpenAI_Codex,feat,9,0
3247691870,OpenAI_Codex,feat,9,0
3247696214,OpenAI_Codex,feat,9,0
3247707166,OpenAI_Codex,feat,9,0
3247710147,OpenAI_Codex,feat,9,0
3247710207,OpenAI_Codex,feat,9,0
3247717709,OpenAI_Codex,feat,8,0
3247721142,OpenAI_Codex,feat,9,0
3247722629,OpenAI_Codex,feat,8,0
3247724161,OpenAI_Codex,feat,9,0
3270755722,OpenAI_Codex,feat,9,0
3271322003,OpenAI_Codex,test,9,0
3221998639,OpenAI_Codex,style,9,0
3222291363,OpenAI_Codex,chore,8,0
3222994175,OpenAI_Codex,fix,8,0
3242748756,OpenAI_Codex,fix,9,0
3242775475,OpenAI_Codex,fix,10,0
3242776883,OpenAI_Codex,feat,8,1
3242791087,OpenAI_Codex,feat,9,0
3242886277,OpenAI_Codex,feat,8,0
3242891941,OpenAI_Codex,feat,9,0
3242894338,OpenAI_Codex,feat,9,0
3242901581,OpenAI_Codex,fix,10,0
3242902001,OpenAI_Codex,fix,10,0
3242905854,OpenAI_Codex,fix,10,0
3242907185,OpenAI_Codex,feat,9,1
3242914429,OpenAI_Codex,chore,8,0
3242920569,OpenAI_Codex,feat,9,1
3242921077,OpenAI_Codex,feat,9,0
3242922119,OpenAI_Codex,feat,8,0
3242922603,OpenAI_Codex,fix,10,0
3242935526,OpenAI_Codex,fix,10,0
3242937655,OpenAI_Codex,fix,9,0
3242937938,OpenAI_Codex,fix,10,0
3242939569,OpenAI_Codex,feat,9,0
3242939912,OpenAI_Codex,feat,9,1
3242942546,OpenAI_Codex,feat,9,0
3242951448,OpenAI_Codex,docs,8,0
3242959153,OpenAI_Codex,fix,10,0
3242961924,OpenAI_Codex,feat,9,0
3242965887,OpenAI_Codex,feat,9,0
3243096213,OpenAI_Codex,refactor,9,0
3243146855,OpenAI_Codex,feat,8,0
3243153784,OpenAI_Codex,fix,10,0
3243192039,OpenAI_Codex,build,9,0
3243206941,OpenAI_Codex,feat,8,0
3198191140,OpenAI_Codex,chore,9,0
3198195653,OpenAI_Codex,docs,9,0
3198234153,OpenAI_Codex,refactor,9,0
3198299023,OpenAI_Codex,revert,10,0
3132113908,OpenAI_Codex,feat,9,0
3207431492,OpenAI_Codex,refactor,9,0
3087763005,OpenAI_Codex,refactor,9,0
3088251795,OpenAI_Codex,feat,9,0
3088289477,OpenAI_Codex,docs,9,0
3088291121,OpenAI_Codex,docs,9,0
3088471797,OpenAI_Codex,feat,9,0
3088570276,OpenAI_Codex,refactor,8,0
3088851408,OpenAI_Codex,feat,9,0
3144507321,OpenAI_Codex,feat,8,0
3128303245,OpenAI_Codex,docs,9,0
3232653797,OpenAI_Codex,feat,10,0
3119873951,OpenAI_Codex,fix,10,0
3120623294,OpenAI_Codex,fix,10,0
3119878025,OpenAI_Codex,fix,10,0
3121392248,OpenAI_Codex,fix,9,0
3129201007,OpenAI_Codex,fix,10,0
3176759455,OpenAI_Codex,chore,10,0
3176828591,OpenAI_Codex,fix,10,0
3155701366,OpenAI_Codex,fix,10,0
3124779151,OpenAI_Codex,fix,10,0
3125206685,OpenAI_Codex,docs,10,0
3125290242,OpenAI_Codex,fix,10,0
3126730161,OpenAI_Codex,feat,8,0
3131885496,OpenAI_Codex,chore,9,0
3162206424,OpenAI_Codex,feat,9,0
3162303338,OpenAI_Codex,feat,8,0
3162416395,OpenAI_Codex,feat,9,0
3162562142,OpenAI_Codex,fix,10,0
3155311030,OpenAI_Codex,docs,9,0
3155318304,OpenAI_Codex,fix,10,0
3155352021,OpenAI_Codex,feat,9,0
3155405576,OpenAI_Codex,docs,9,0
3155443855,OpenAI_Codex,test,9,0
3155458035,OpenAI_Codex,docs,9,0
3200852374,OpenAI_Codex,refactor,10,0
3238146178,OpenAI_Codex,refactor,10,0
3127599041,OpenAI_Codex,docs,10,0
3127556145,OpenAI_Codex,test,9,0
3164659490,OpenAI_Codex,feat,9,0
3164660078,OpenAI_Codex,docs,9,0
3164669662,OpenAI_Codex,fix,10,0
3164673077,OpenAI_Codex,docs,10,0
3164713089,OpenAI_Codex,fix,10,0
3265330365,OpenAI_Codex,fix,10,0
3159742982,OpenAI_Codex,test,9,0
3159751468,OpenAI_Codex,feat,9,0
3159898280,OpenAI_Codex,feat,8,0
3159990295,OpenAI_Codex,test,9,0
3081150843,OpenAI_Codex,perf,9,0
3198185151,OpenAI_Codex,test,9,0
3198198106,OpenAI_Codex,test,9,0
3198284055,OpenAI_Codex,refactor,9,0
3198416247,OpenAI_Codex,fix,10,0
3271309016,OpenAI_Codex,refactor,9,0
3153541429,OpenAI_Codex,feat,10,0
3154014605,OpenAI_Codex,fix,8,0
3189924222,OpenAI_Codex,feat,9,0
3127787141,OpenAI_Codex,docs,9,0
3127789471,OpenAI_Codex,docs,9,0
3127812465,OpenAI_Codex,feat,9,0
3127841921,OpenAI_Codex,docs,9,0
3263556522,OpenAI_Codex,feat,9,0
3263558655,OpenAI_Codex,feat,8,0
3263566901,OpenAI_Codex,feat,9,0
3263823691,OpenAI_Codex,test,9,0
3263845821,OpenAI_Codex,feat,8,1
3263855795,OpenAI_Codex,feat,9,0
3263865718,OpenAI_Codex,fix,10,1
3263893325,OpenAI_Codex,fix,10,0
3263900734,OpenAI_Codex,chore,9,0
3263991912,OpenAI_Codex,docs,10,0
3264013058,OpenAI_Codex,docs,10,0
3264129458,OpenAI_Codex,ci,9,0
3207347959,OpenAI_Codex,chore,10,0
3207371793,OpenAI_Codex,refactor,9,0
3207400902,OpenAI_Codex,test,9,0
3205763785,OpenAI_Codex,fix,10,0
3205762822,OpenAI_Codex,fix,10,0
3128094848,OpenAI_Codex,fix,10,0
3233988388,OpenAI_Codex,perf,9,0
3120271907,OpenAI_Codex,docs,10,1
3121347532,OpenAI_Codex,feat,9,0
3121816149,OpenAI_Codex,chore,10,0
3129046697,OpenAI_Codex,feat,9,0
3129047380,OpenAI_Codex,feat,9,0
3129047436,OpenAI_Codex,feat,9,0
